,0
2419,No city
2420,Saint Louis
2421,New York
2422,New York
2423,New York
2424,Amsterdam
2425,No city
2426,No city
2427,No city
2428,No city
2429,No city
2430,No city
2431,No city
2432,No city
2433,No city
2434,No city
2435,Courcelles-de-Touraine
2436,No city
2437,No city
2438,New York
2439,No city
2440,No city
2441,No city
2442,No city
2443,No city
2444,No city
2445,No city
2446,No city
2447,No city
2448,No city
2449,No city
2450,No city
2451,No city
2452,No city
2453,No city
2454,Plano
2455,No city
2456,No city
2457,Toronto
2458,No city
2459,No city
2460,No city
2461,No city
2462,Irvine
2463,No city
2464,No city
2465,No city
2466,No city
2467,New York
2468,New York
2469,No city
2470,No city
2471,No city
2472,Amsterdam
2473,No city
2474,No city
2475,No city
2476,No city
2477,No city
2478,Toronto
2479,No city
2480,No city
2481,No city
2482,No city
2483,No city
2484,No city
2485,No city
2486,No city
2487,Austin
2488,No city
2489,Dallas
2490,Amsterdam
2491,No city
2492,No city
2493,Redwood City
2494,No city
2495,No city
2496,No city
2497,No city
2498,No city
2499,No city
2500,No city
2501,No city
2502,Moscow
2503,No city
2504,No city
2505,Needham
2506,Dallas
2507,No city
2508,No city
2509,No city
2510,No city
2511,No city
2512,No city
2513,No city
2514,No city
2515,No city
2516,No city
2517,No city
2518,No city
2519,Moscow
2520,No city
2521,No city
2522,Prague
2523,No city
2524,No city
2525,No city
2526,Bloomington
2527,No city
2528,No city
2529,No city
2530,No city
2531,No city
2532,No city
2533,No city
2534,No city
2535,No city
2536,No city
2537,No city
2538,No city
2539,No city
2540,No city
2541,Tysons
2542,Vancouver
2543,No city
2544,No city
2545,No city
2546,Woonsocket
2547,No city
2548,No city
2549,No city
2550,No city
2551,No city
2552,No city
2553,No city
2554,No city
2555,No city
2556,No city
2557,No city
2558,No city
2559,No city
2560,No city
2561,No city
2562,No city
2563,No city
2564,Milpitas
2565,Gurugram
2566,No city
2567,No city
2568,No city
2569,No city
2570,No city
2571,No city
2572,Amsterdam
2573,Amsterdam
2574,Amsterdam
2575,New York
2576,New York
2577,New York
2578,No city
2579,No city
2580,No city
2581,No city
2582,No city
2583,Austin
2584,New York
2585,New York
2586,Vancouver
2587,No city
2588,No city
2589,Plano
2590,No city
2591,No city
2592,No city
2593,No city
2594,No city
2595,No city
2596,No city
2597,No city
2598,No city
2599,No city
2600,No city
2601,No city
2602,No city
2603,No city
2604,No city
2605,No city
2606,No city
2607,No city
2608,No city
2609,No city
2610,No city
2611,No city
2612,No city
2613,No city
2614,No city
2615,No city
2616,No city
2617,No city
2618,Dallas
2619,No city
2620,Pittsburgh
2621,No city
2622,No city
2623,No city
2624,No city
2625,No city
2626,No city
2627,No city
2628,No city
2629,San Ramon
2630,No city
2631,No city
2632,No city
2633,No city
2634,No city
2635,No city
2636,Redwood City
2637,No city
2638,No city
2639,Vancouver
2640,No city
2641,No city
2642,No city
2643,No city
2644,No city
2645,No city
2646,No city
2647,No city
2648,New York
2649,No city
2650,No city
2651,No city
2652,No city
2653,No city
2654,No city
2655,No city
2656,No city
2657,No city
2658,No city
2659,No city
2660,Austin
2661,No city
2662,No city
2663,No city
2664,No city
2665,No city
2666,No city
2667,No city
2668,No city
2669,No city
2670,No city
2671,No city
2672,No city
2673,No city
2674,No city
2675,No city
2676,No city
2677,No city
2678,No city
2679,No city
2680,No city
2681,No city
2682,No city
2683,No city
2684,No city
2685,No city
2686,New York
2687,No city
2688,No city
2689,No city
2690,No city
2691,No city
2692,No city
2693,No city
2694,New York
2695,No city
2696,No city
2697,No city
2698,No city
2699,No city
2700,New York
2701,No city
2702,No city
2703,Salt Lake City
2704,No city
2705,Fingal
2706,Poughkeepsie
2707,No city
2708,No city
2709,No city
2710,No city
2711,No city
2712,No city
2713,No city
2714,No city
2715,Moscow
2716,Moscow
2717,Moscow
2718,Moscow
2719,No city
2720,No city
2721,No city
2722,No city
2723,No city
2724,New York
2725,No city
2726,No city
2727,No city
2728,No city
2729,No city
2730,No city
2731,No city
2732,No city
2733,Philadelphia
2734,No city
2735,No city
2736,No city
2737,No city
2738,No city
2739,No city
2740,No city
2741,No city
2742,No city
2743,No city
2744,No city
2745,No city
2746,No city
2747,No city
2748,No city
2749,No city
2750,No city
2751,No city
2752,No city
2753,No city
2754,No city
2755,Milpitas
2756,No city
2757,No city
2758,No city
2759,No city
2760,No city
2761,No city
2762,Fingal
2763,Council of the City of Sydney
2764,New York
2765,Charlotte
2766,No city
2767,No city
2768,No city
2769,No city
2770,No city
2771,No city
2772,No city
2773,No city
2774,Vancouver
2775,No city
2776,No city
2777,No city
2778,No city
2779,No city
2780,No city
2781,No city
2782,No city
2783,No city
2784,No city
2785,No city
2786,Austin
2787,No city
2788,No city
2789,No city
2790,No city
2791,No city
2792,No city
2793,No city
2794,No city
2795,No city
2796,No city
2797,No city
2798,No city
2799,No city
2800,No city
2801,New York
2802,No city
2803,No city
2804,No city
2805,No city
2806,No city
2807,No city
2808,No city
2809,No city
2810,No city
2811,No city
2812,No city
2813,No city
2814,No city
2815,No city
2816,No city
2817,No city
2818,No city
2819,No city
2820,No city
2821,No city
2822,New York
2823,Toronto
2824,No city
2825,No city
2826,No city
2827,No city
2828,No city
2829,No city
2830,No city
2831,No city
2832,No city
2833,No city
2834,No city
2835,No city
2836,No city
2837,No city
2838,No city
2839,No city
2840,No city
2841,No city
2842,Los Angeles
2843,No city
2844,No city
2845,No city
2846,No city
2847,New York
2848,No city
2849,No city
2850,New York
2851,No city
2852,No city
2853,No city
2854,No city
2855,No city
2856,Fingal
2857,Dallas
2858,New York
2859,No city
2860,No city
2861,No city
2862,No city
2863,No city
2864,No city
2865,No city
2866,No city
2867,No city
2868,Austin
2869,No city
2870,No city
2871,No city
2872,No city
2873,Pittsburgh
2874,No city
2875,Winston-Salem
2876,New York
2877,No city
2878,No city
2879,Morrisville
2880,No city
2881,No city
2882,No city
2883,No city
2884,No city
2885,New York
2886,No city
2887,Roswell
2888,No city
2889,New York
2890,Waltham
2891,No city
2892,Cambridge
2893,No city
2894,No city
2895,No city
2896,New York
2897,No city
2898,No city
2899,Fingal
2900,No city
2901,No city
2902,Saint Louis
2903,No city
2904,No city
2905,No city
2906,Atlanta
2907,No city
2908,No city
2909,No city
2910,No city
2911,No city
2912,Austin
2913,No city
2914,Irvine
2915,New York
2916,No city
2917,No city
2918,No city
2919,No city
2920,No city
2921,No city
2922,Tysons
2923,Cambridge
2924,No city
2925,Cambridge
2926,No city
2927,Dallas
2928,No city
2929,Chennai
2930,Waltham
2931,No city
2932,No city
2933,No city
2934,No city
2935,No city
2936,No city
2937,Toronto
2938,Council of the City of Sydney
2939,No city
2940,No city
2941,No city
2942,Austin
2943,No city
2944,No city
2945,No city
2946,No city
2947,No city
2948,New York
2949,No city
2950,No city
2951,New York
2952,No city
2953,No city
2954,No city
2955,Council of the City of Sydney
2956,No city
2957,No city
2958,New York
2959,No city
2960,No city
2961,No city
2962,No city
2963,No city
2964,No city
2965,New York
2966,No city
2967,No city
2968,New York
2969,No city
2970,No city
2971,No city
2972,Dallas
2973,No city
2974,No city
2975,No city
2976,No city
2977,No city
2978,No city
2979,No city
2980,No city
2981,No city
2982,Dallas
2983,No city
2984,No city
2985,No city
2986,No city
2987,No city
2988,No city
2989,No city
2990,No city
2991,No city
2992,No city
2993,New York
2994,No city
2995,Irvine
2996,Waitematā
2997,No city
2998,No city
2999,No city
3000,No city
3001,No city
3002,No city
3003,No city
3004,Fremont
3005,No city
3006,No city
3007,No city
3008,No city
3009,No city
3010,No city
3011,No city
3012,No city
3013,No city
3014,No city
3015,No city
3016,No city
3017,No city
3018,Amsterdam
3019,No city
3020,No city
3021,No city
3022,No city
3023,No city
3024,No city
3025,No city
3026,No city
3027,No city
3028,New York
3029,No city
3030,Cambridge
3031,No city
3032,Amsterdam
3033,No city
3034,No city
3035,No city
3036,No city
3037,No city
3038,Cambridge
3039,Toronto
3040,Copenhagen
3041,No city
3042,No city
3043,No city
3044,No city
3045,Toronto
3046,No city
3047,Cambridge
3048,Columbus
3049,Atlanta
3050,No city
3051,No city
3052,New York
3053,Lille
3054,No city
3055,No city
3056,New York
3057,Redwood City
3058,No city
3059,Chennai
3060,No city
3061,No city
3062,No city
3063,No city
3064,No city
3065,No city
3066,No city
3067,No city
3068,No city
3069,No city
3070,Durham
3071,No city
3072,No city
3073,No city
3074,No city
3075,No city
3076,New York
3077,No city
3078,Tysons
3079,No city
3080,No city
3081,No city
3082,No city
3083,Toronto
3084,No city
3085,Austin
3086,No city
3087,New York
3088,No city
3089,No city
3090,No city
3091,No city
3092,No city
3093,No city
3094,New York
3095,Toronto
3096,No city
3097,No city
3098,No city
3099,New York
3100,Yokneam Ilit
3101,No city
3102,Hong Kong Island
3103,No city
3104,No city
3105,No city
3106,No city
3107,No city
3108,No city
3109,Charlotte
3110,No city
3111,Yokneam Ilit
3112,No city
3113,No city
3114,Austin
3115,New York
3116,Austin
3117,No city
3118,No city
3119,No city
3120,No city
3121,No city
3122,No city
3123,No city
3124,No city
3125,No city
3126,Yokneam Ilit
3127,Reston
3128,Atlanta
3129,Durham
3130,No city
3131,No city
3132,No city
3133,No city
3134,No city
3135,Moscow
3136,No city
3137,No city
3138,No city
3139,New York
3140,No city
3141,No city
3142,Singapore
3143,No city
3144,No city
3145,Redwood City
3146,No city
3147,No city
3148,No city
3149,No city
3150,No city
3151,No city
3152,No city
3153,No city
3154,No city
3155,No city
3156,No city
3157,No city
3158,No city
3159,No city
3160,Austin
3161,Council of the City of Sydney
3162,No city
3163,No city
3164,New York
3165,No city
3166,No city
3167,No city
3168,No city
3169,No city
3170,No city
3171,No city
3172,No city
3173,No city
3174,No city
3175,No city
3176,No city
3177,No city
3178,No city
3179,No city
3180,No city
3181,No city
3182,No city
3183,No city
3184,No city
3185,No city
3186,No city
3187,No city
3188,No city
3189,No city
3190,No city
3191,New York
3192,No city
3193,No city
3194,No city
3195,No city
3196,No city
3197,Durham
3198,No city
3199,No city
3200,No city
3201,No city
3202,New York
3203,Whippany
3204,New York
3205,No city
3206,No city
3207,No city
3208,Redwood City
3209,Praia
3210,No city
3211,No city
3212,No city
3213,No city
3214,No city
3215,New York
3216,No city
3217,No city
3218,No city
3219,No city
3220,New York
3221,No city
3222,No city
3223,No city
3224,No city
3225,No city
3226,No city
3227,No city
3228,No city
3229,No city
3230,No city
3231,No city
3232,No city
3233,No city
3234,Austin
3235,No city
3236,No city
3237,No city
3238,No city
3239,Amsterdam
3240,No city
3241,No city
3242,No city
3243,No city
3244,No city
3245,No city
3246,No city
3247,No city
3248,No city
3249,New York
3250,No city
3251,No city
3252,No city
3253,No city
3254,No city
3255,No city
3256,No city
3257,Council of the City of Sydney
3258,No city
3259,No city
3260,No city
3261,No city
3262,Madrid
3263,No city
3264,No city
3265,No city
3266,No city
3267,No city
3268,No city
3269,No city
3270,No city
3271,No city
3272,No city
3273,No city
3274,No city
3275,No city
3276,No city
3277,No city
3278,No city
3279,No city
3280,Singapore
3281,No city
3282,No city
3283,Stamford
3284,No city
3285,No city
3286,No city
3287,No city
3288,No city
3289,No city
3290,No city
3291,No city
3292,No city
3293,No city
3294,No city
3295,No city
3296,No city
3297,No city
3298,No city
3299,No city
3300,No city
3301,No city
3302,No city
3303,Milpitas
3304,No city
3305,No city
3306,No city
3307,No city
3308,No city
3309,No city
3310,No city
3311,No city
3312,Vancouver
3313,No city
3314,No city
3315,Philadelphia
3316,No city
3317,No city
3318,No city
3319,Cambridge
3320,No city
3321,No city
3322,No city
3323,No city
3324,No city
3325,Austin
3326,Toronto
3327,No city
3328,No city
3329,No city
3330,No city
3331,No city
3332,No city
3333,No city
3334,No city
3335,New York
3336,No city
3337,No city
3338,San Antonio
3339,No city
3340,No city
3341,No city
3342,No city
3343,No city
3344,No city
3345,No city
3346,No city
3347,Albuquerque
3348,No city
3349,No city
3350,No city
3351,No city
3352,No city
3353,New York
3354,No city
3355,Yokneam Ilit
3356,No city
3357,No city
3358,Austin
3359,No city
3360,No city
3361,No city
3362,No city
3363,No city
3364,No city
3365,No city
3366,New York
3367,No city
3368,No city
3369,Avondale
3370,No city
3371,No city
3372,No city
3373,No city
3374,No city
3375,No city
3376,No city
3377,No city
3378,No city
3379,Austin
3380,No city
3381,No city
3382,No city
3383,No city
3384,No city
3385,Austin
3386,Austin
3387,No city
3388,No city
3389,No city
3390,No city
3391,Tysons
3392,No city
3393,Tempe
3394,No city
3395,No city
3396,No city
3397,No city
3398,No city
3399,No city
3400,Reston
3401,No city
3402,No city
3403,No city
3404,No city
3405,Newtown Square
3406,New York
3407,No city
3408,Madrid
3409,No city
3410,Redwood City
3411,No city
3412,New York
3413,No city
3414,No city
3415,Austin
3416,No city
3417,No city
3418,No city
3419,No city
3420,No city
3421,No city
3422,No city
3423,No city
3424,No city
3425,No city
3426,No city
3427,New York
3428,New York
3429,No city
3430,No city
3431,No city
3432,No city
3433,No city
3434,No city
3435,Austin
3436,No city
3437,No city
3438,No city
3439,Yorktown Heights
3440,No city
3441,New York
3442,No city
3443,Plano
3444,No city
3445,No city
3446,No city
3447,No city
3448,No city
3449,No city
3450,No city
3451,Austin
3452,No city
3453,No city
3454,No city
3455,No city
3456,No city
3457,No city
3458,No city
3459,No city
3460,Toronto
3461,No city
3462,No city
3463,No city
3464,No city
3465,No city
3466,No city
3467,No city
3468,No city
3469,No city
3470,No city
3471,New York
3472,No city
3473,No city
3474,No city
3475,Dallas
3476,No city
3477,New York
3478,No city
3479,No city
3480,No city
3481,No city
3482,No city
3483,No city
3484,No city
3485,Austin
3486,Austin
3487,No city
3488,No city
3489,No city
3490,No city
3491,No city
3492,Cambridge
3493,No city
3494,No city
3495,Austin
